"word1","word2","freq"
"big","screen",7
"big","ten",7
"big","time",7
"biggest","thing",7
"birthday","party",7
"blog","posts",7
"board","education",7
"board","president",7
"book","â",7
"bring","boil",7
"came","together",7
"can","always",7
"can","call",7
"can","even",7
"can","now",7
"can","send",7
"can","turn",7
"can","u",7
"can","wear",7
"cant","help",7
"cant","make",7
"cant","stop",7
"central","bank",7
"cents","per",7
"charles","county",7
"childâ","s",7
"childrens","book",7
"cholesterol","mg",7
"civil","rights",7
"co","op",7
"cold","weather",7
"come","end",7
"comments","section",7
"county","circuit",7
"county","executive",7
"crystal","clear",7
"day","night",7
"day","now",7
"day","one",7
"day","said",7
"day","thats",7
"day","time",7
"day","well",7
"day","work",7
"decades","ago",7
"didnt","seem",7
"district","attorney",7
"doesnt","want",7
"doesnt","work",7
"dont","go",7
"dont","let",7
"dont","wanna",7
"doubt","will",7
"early","days",7
"early","morning",7
"elected","officials",7
"email","address",7
"end","last",7
"end","month",7
"enforcement","officials",7
"even","think",7
"every","two",7
"everything","together",7
"executive","vice",7
"fall","asleep",7
"farmers","market",7
"fast","food",7
"feel","need",7
"find","one",7
"first","couple",7
"first","days",7
"first","major",7
"first","season",7
"first","six",7
"first","step",7
"five","six",7
"foot","pound",7
"free","throw",7
"friday","pm",7
"gave","us",7
"general","fund",7
"get","day",7
"get","enough",7
"get","go",7
"get","im",7
"get","involved",7
"go","little",7
"going","anywhere",7
"going","away",7
"going","forward",7
"going","stop",7
"gonna","go",7
"good","friday",7
"good","looking",7
"gotta","love",7
"great","see",7
"groupâ","s",7
"guess","ill",7
"haha","im",7
"harry","potter",7
"hes","also",7
"hes","great",7
"hi","everyone",7
"high","level",7
"highly","recommend",7
"hold","back",7
"home","get",7
"home","just",7
"home","one",7
"home","run",7
"hope","great",7
"human","services",7
"id","never",7
"idea","â",7
"ill","check",7
"ill","never",7
"im","bored",7
"im","done",7
"im","hoping",7
"im","saying",7
"immigration","law",7
"interior","design",7
"investment","banking",7
"issues","including",7
"item","c",7
"ive","just",7
"ive","made",7
"ive","written",7
"just","ask",7
"just","bit",7
"just","come",7
"just","couldnt",7
"just","didnt",7
"just","much",7
"just","outside",7
"just","see",7
"just","told",7
"just","went",7
"keep","good",7
"kelly","said",7
"knew","going",7
"know","â",7
"know","know",7
"know","much",7
"know","something",7
"large","bowl",7
"last","five",7
"last","nights",7
"last","weekend",7
"later","still",7
"later","week",7
"least","can",7
"least","percent",7
"left","behind",7
"left","hand",7
"lesser","known",7
"let","get",7
"life","just",7
"like","dont",7
"like","great",7
"like","say",7
"like","someone",7
"like","youre",7
"list","things",7
"little","like",7
"little","ones",7
"ll","see",7
"lol","cant",7
"lol","just",7
"lol","rt",7
"long","line",7
"long","since",7
"look","see",7
"lord","will",7
"lot","fun",7
"lot","good",7
"love","cooking",7
"love","get",7
"love","see",7
"loved","ones",7
"made","decision",7
"made","less",7
"made","think",7
"made","us",7
"made","way",7
"main","character",7
"make","best",7
"make","look",7
"make","people",7
"make","us",7
"make","way",7
"makes","want",7
"man","named",7
"managed","get",7
"many","cases",7
"many","thanks",7
"many","us",7
"many","wonderful",7
"mark","twain",7
"martha","stewart",7
"may","day",7
"may","get",7
"may","never",7
"may","st",7
"may","still",7
"may","want",7
"medium","heat",7
"mental","illness",7
"michigan","state",7
"might","seem",7
"might","well",7
"minutes","remove",7
"mother","law",7
"mother","said",7
"much","different",7
"much","just",7
"national","championship",7
"nearly","every",7
"never","even",7
"never","met",7
"new","album",7
"new","favorite",7
"new","ones",7
"newt","gingrich",7
"next","one",7
"next","weeks",7
"non","profit",7
"non","union",7
"north","america",7
"nothing","else",7
"now","â",7
"now","dont",7
"now","get",7
"now","itâ",7
"now","lets",7
"now","need",7
"now","thanks",7
"offensive","line",7
"office","said",7
"oil","gas",7
"old","boy",7
"old","girl",7
"old","one",7
"one","â",7
"one","favorites",7
"one","lucky",7
"one","month",7
"one","said",7
"one","used",7
"one","woman",7
"palo","alto",7
"part","series",7
"passed","away",7
"past","couple",7
"people","cant",7
"people","follow",7
"people","including",7
"people","love",7
"people","may",7
"people","often",7
"people","still",7
"people","tell",7
"per","gallon",7
"percent","increase",7
"percent","said",7
"percent","year",7
"person","can",7
"peterâ","s",7
"physical","activity",7
"place","just",7
"plastic","bags",7
"play","along",7
"playing","field",7
"please","dont",7
"pm","today",7
"probably","wont",7
"prosecutors","office",7
"public","safety",7
"put","new",7
"read","â",7
"read","books",7
"really","excited",7
"really","love",7
"red","cross",7
"rick","santorum",7
"right","â",7
"right","hander",7
"road","trip",7
"romney","said",7
"rt","â",7
"rt","im",7
"running","away",7
"running","time",7
"s","blog",7
"s","even",7
"s","favorite",7
"s","important",7
"s","kind",7
"s","largest",7
"sad","see",7
"said","adding",7
"said","done",7
"said","heâ",7
"said","last",7
"said","new",7
"said","people",7
"said","wanted",7
"salt","lake",7
"san","antonio",7
"san","bruno",7
"saudi","arabia",7
"save","money",7
"say","anything",7
"say","first",7
"say","many",7
"say","one",7
"say","want",7
"say","will",7
"says","hes",7
"school","students",7
"science","fiction",7
"second","degree",7
"second","quarter",7
"see","much",7
"see","people",7
"see","see",7
"several","weeks",7
"sheâ","ll",7
"short","story",7
"show","much",7
"show","will",7
"side","effects",7
"since","â",7
"since","got",7
"since","ive",7
"since","started",7
"single","game",7
"someone","can",7
"sometimes","just",7
"sounds","good",7
"source","information",7
"st","clair",7
"state","federal",7
"state","officials",7
"still","alive",7
"still","love",7
"still","need",7
"still","see",7
"story","told",7
"sunday","night",7
"t","care",7
"t","good",7
"t","help",7
"t","matter",7
"t","much",7
"t","realize",7
"t","tell",7
"take","advantage",7
"take","much",7
"taken","hospital",7
"taking","care",7
"test","scores",7
"th","avenue",7
"th","grade",7
"thank","goodness",7
"thank","u",7
"thanks","man",7
"thanks","part",7
"thats","awesome",7
"thats","im",7
"thats","one",7
"theres","still",7
"thing","iâ",7
"thing","just",7
"thing","two",7
"things","go",7
"things","new",7
"things","say",7
"things","want",7
"think","iâ",7
"think","may",7
"think","need",7
"think","people",7
"third","party",7
"though","iâ",7
"thoughts","prayers",7
"thursday","pm",7
"time","ago",7
"time","knew",7
"time","next",7
"time","play",7
"time","reading",7
"time","said",7
"times","â",7
"times","can",7
"today","im",7
"top","three",7
"town","hall",7
"twitter","facebook",7
"two","day",7
"two","decades",7
"two","hour",7
"two","seasons",7
"u","can",7
"uh","oh",7
"university","chicago",7
"upon","time",7
"us","attorney",7
"us","can",7
"us","department",7
"us","government",7
"us","much",7
"use","â",7
"ve","heard",7
"waiting","list",7
"wal","mart",7
"walk","away",7
"want","read",7
"want","share",7
"want","take",7
"want","work",7
"wanted","let",7
"watching","tv",7
"way","much",7
"wednesday","morning",7
"week","now",7
"well","enough",7
"went","work",7
"whats","best",7
"will","actually",7
"will","can",7
"will","close",7
"will","last",7
"will","learn",7
"will","move",7
"will","play",7
"will","spend",7
"will","win",7
"williams","said",7
"without","even",7
"work","new",7
"work","together",7
"world","around",7
"wouldnt","want",7
"wrong","side",7
"x","ray",7
"year","half",7
"year","high",7
"year","million",7
"years","come",7
"years","life",7
"years","since",7
"york","â",7
"york","new",7
"york","state",7
"young","men",7
"â","²s",6
"â","didnâ",6
"â","everhart",6
"â","get",6
"â","give",6
"â","got",6
"â","including",6
"â","last",6
"â","little",6
"â","live",6
"â","long",6
"â","still",6
"â","work",6
"â","working",6
"â","year",6
"able","help",6
"able","put",6
"across","world",6
"acting","like",6
"active","duty",6
"actually","get",6
"actually","pretty",6
"added","â",6
"advocacy","group",6
"advocates","say",6
"ago","now",6
"air","conditioning",6
"al","qaeda",6
"almost","certainly",6
"almost","much",6
"almost","two",6
"also","added",6
"also","good",6
"also","love",6
"also","say",6
"also","wanted",6
"also","worked",6
"always","good",6
"always","remember",6
"amazon","eu",6
"amazon","services",6
"among","many",6
"among","things",6
"another","man",6
"answer","â",6
"anything","can",6
"anything","really",6
"ap","â",6
"arrived","home",6
"art","museum",6
"asked","whether",6
"authorities","say",6
"averaged","points",6
"b","day",6
"bachelors","degree",6
"back","day",6
"back","door",6
"back","normal",6
"back","s",6
"back","sleep",6
"back","yard",6
"bases","loaded",6
"began","see",6
"best","place",6
"best","practices",6
"better","known",6
"better","one",6
"better","place",6
"big","bang",6
"big","day",6
"big","difference",6
"big","hit",6
"bit","like",6
"bit","much",6
"blog","hop",6
"blog","like",6
"board","meeting",6
"book","will",6
"border","patrol",6
"breaking","bad",6
"breaking","news",6
"buy","new",6
"c","pp",6
"can","believe",6
"can","best",6
"can","choose",6
"can","easily",6
"can","expect",6
"can","follow",6
"can","handle",6
"can","lead",6
"can","least",6
"can","live",6
"can","look",6
"can","mean",6
"can","provide",6
"can","read",6
"can","save",6
"can","stay",6
"can","trust",6
"can","try",6
"cant","keep",6
"cant","really",6
"cant","stand",6
"career","high",6
"central","park",6
"championship","game",6
"changes","made",6
"check","back",6
"chicken","breasts",6
"city","will",6
"co","workers",6
"coach","mike",6
"cold","water",6
"college","university",6
"come","play",6
"come","visit",6
"coming","home",6
"community","center",6
"community","colleges",6
"conference","call",6
"cook","county",6
"corn","syrup",6
"cost","effective",6
"couldnt","wait",6
"county","also",6
"county","police",6
"county","prosecutor",6
"court","documents",6
"cross","country",6
"cut","costs",6
"cutting","edge",6
"daily","basis",6
"day","get",6
"day","go",6
"day","life",6
"day","mom",6
"day","next",6
"decade","ago",6
"decide","whether",6
"decided","go",6
"decided","try",6
"deep","breath",6
"definitely","one",6
"didnt","like",6
"didnt","need",6
"didnt","really",6
"diego","state",6
"diet","g",6
"district","judge",6
"dont","always",6
"dont","lie",6
"dont","look",6
"dont","make",6
"dont","remember",6
"dont","tell",6
"dont","try",6
"draft","day",6
"draft","picks",6
"drinking","water",6
"drivers","license",6
"east","coast",6
"easy","use",6
"economic","times",6
"eight","weeks",6
"election","year",6
"else","can",6
"en","route",6
"end","story",6
"end","war",6
"enough","one",6
"enough","time",6
"even","one",6
"even","say",6
"ever","done",6
"ever","heard",6
"every","one",6
"everyoneâ","s",6
"everything","place",6
"family","member",6
"far","one",6
"father","law",6
"father","mother",6
"favorite","things",6
"feature","film",6
"federal","law",6
"federal","reserve",6
"feel","little",6
"feels","good",6
"felt","good",6
"felt","way",6
"field","goal",6
"find","time",6
"finished","points",6
"follow","please",6
"follow","twitter",6
"football","team",6
"forward","new",6
"found","way",6
"four","months",6
"four","people",6
"fourth","floor",6
"free","throws",6
"freedom","speech",6
"friday","saturday",6
"friends","like",6
"full","name",6
